"('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_g ', 'Nivel')","('P4_d_1 ', 'SQL')","('P4_d_2 ', 'R ')","('P4_d_3 ', 'Python')","('P4_d_4 ', 'C/C++/C#')","('P4_d_5 ', '.NET')","('P4_d_6 ', 'Java')","('P4_d_7 ', 'Julia')","('P4_d_8 ', 'SAS/Stata')","('P4_d_9 ', 'Visual Basic/VBA')","('P4_d_10 ', 'Scala')","('P4_d_11 ', 'Matlab')","('P4_d_12 ', 'Rust')","('P4_d_13 ', 'PHP')","('P4_d_14 ', 'JavaScript')","('P4_d_15 ', 'Não utilizo nenhuma linguagem')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P2_b ', 'Setor')","('P1_i_1 ', 'uf onde mora')","('P2_f ', 'Cargo Atual')","('P4_e ', 'Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?')","('P2_o_1 ', 'Remuneração/Salário')","('P2_o_2 ', 'Benefícios')","('P2_o_3 ', 'Propósito do trabalho e da empresa')","('P2_o_4 ', 'Flexibilidade de trabalho remoto')","('P2_o_5 ', 'Ambiente e clima de trabalho')","('P2_o_6 ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_7 ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_8 ', 'Maturidade da empresa em termos de tecnologia e dados')","('P2_o_9 ', 'Qualidade dos gestores e líderes')","('P2_o_10 ', 'Reputação que a empresa tem no mercado')"
Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Varejo,PR,Cientista de Dados/Data Scientist,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor Público,DF,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 16.001/mês a R$ 20.000/mês,de 1 a 2 anos,,,,,,,,,,,,,,,,,Feminino,Branca,Outra Opção,PR,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Varejo,SC,Analista de Dados/Data Analyst,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Doutorado ou Phd,Outra opção,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Setor de Energia,RJ,Cientista de Dados/Data Scientist,Python,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,,,,,,,,,,,,,,,,Masculino,Parda,Área de Consultoria,SC,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,,,,,,,,,,,,,,,,Masculino,Branca,Tecnologia/Fábrica de Software,CE,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doutorado ou Phd,Ciências Sociais,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Público,DF,Outra Opção,SQL,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Sênior,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,PA,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Python,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Não utilizo nenhuma das linguagens listadas,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Tecnologia/Fábrica de Software,BA,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outra opção,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Tecnologia/Fábrica de Software,PR,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Ciências Sociais,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,MG,Analista de BI/BI Analyst,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Ciências Sociais,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área da Saúde,SP,Outra Opção,Python,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Educação,SE,Analista de Dados/Data Analyst,Python,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Não tenho graduação formal,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Setor Alimentício,MG,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Não tenho graduação formal,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,RJ,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Outra,Varejo,SP,Analista de Dados/Data Analyst,SQL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,,,,,,,,,,,,,,,,Feminino,Branca,Finanças ou Bancos,SP,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,,,,,,,,,,,,,,,,Feminino,Branca,Educação,SP,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Analista de Dados/Data Analyst,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prefiro não informar,Branca,Área de Consultoria,SP,Estatístico,R,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Outra opção,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Automotivo,MG,Outra Opção,Visual Basic/VBA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área de Consultoria,AL,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SC,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,,,,,,,,,,,,,,,,,Feminino,Branca,Varejo,SP,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Indústria,RJ,Outra Opção,Não utilizo nenhuma das linguagens listadas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Feminino,Parda,Entretenimento ou Esportes,RJ,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Scala,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Setor Imobiliário/ Construção Civil,SP,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Varejo,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,RJ,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Internet/Ecommerce,RJ,Analista de Dados/Data Analyst,Python,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Outra Opção,SP,Analista de BI/BI Analyst,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,ES,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Outra Opção,CE,Analista de Dados/Data Analyst,SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Farmaceutico,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,,,,,,,,,,,,,,,,,Feminino,Parda,Varejo,SP,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Química / Física,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,RS,Estatístico,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,PR,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Python,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Amarela,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,SQL,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,DF,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,Química / Física,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área de Consultoria,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,PR,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,SP,Analista de Dados/Data Analyst,Python,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor de Energia,RJ,Analista de BI/BI Analyst,Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,,,,,,,,,,,,,,,,,Masculino,Branca,Educação,SP,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Acima de R$ 40.001/mês,de 7 a 10 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Tecnologia/Fábrica de Software,PR,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,MA,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor de Energia,RJ,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Prefiro não informar,,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Varejo,MG,Analista de Dados/Data Analyst,SQL,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,,,,,,,,,,,,,,,,,Masculino,Branca,Tecnologia/Fábrica de Software,SC,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Varejo,RJ,Cientista de Dados/Data Scientist,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,,,,,,,,,,,,,,,,,Masculino,Parda,Outra Opção,SC,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 2.001/mês a R$ 3.000/mês,de 3 a 4 anos,Júnior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,PR,Analista de Suporte/Analista Técnico,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Outra Opção,,Professor/Pesquisador,R,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Masculino,Branca,Marketing,RS,Analista de Inteligência de Mercado/Market Intelligence,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Outra Opção,CE,Analista de BI/BI Analyst,Python,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Área da Saúde,SP,Analista de Dados/Data Analyst,SQL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Finanças ou Bancos,RJ,Analista de Negócios/Business Analyst,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Automotivo,ES,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,Outras Engenharias,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Amarela,Área da Saúde,RJ,Cientista de Dados/Data Scientist,SQL,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Sênior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Entretenimento ou Esportes,BA,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,AM,Outras Engenharias (não inclui dev),Python,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Alimentício,DF,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,DF,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Internet/Ecommerce,MG,Analista de Dados/Data Analyst,SQL,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
