"('P1_l ', 'Nivel de Ensino')","('P0', 'id')","('P1_m ', 'Área de Formação')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_g ', 'Nivel')","('P4_d ', 'Quais das linguagens listadas abaixo você utiliza no trabalho?')","('P4_d_1 ', 'SQL')","('P4_d_2 ', 'R ')","('P4_d_3 ', 'Python')","('P4_d_4 ', 'C/C++/C#')","('P4_d_5 ', '.NET')","('P4_d_6 ', 'Java')","('P4_d_7 ', 'Julia')","('P4_d_8 ', 'SAS/Stata')","('P4_d_9 ', 'Visual Basic/VBA')","('P4_d_10 ', 'Scala')","('P4_d_11 ', 'Matlab')","('P4_d_12 ', 'Rust')","('P4_d_13 ', 'PHP')","('P4_d_14 ', 'JavaScript')","('P4_d_15 ', 'Não utilizo nenhuma linguagem')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P2_b ', 'Setor')","('P1_i_1 ', 'uf onde mora')","('P2_f ', 'Cargo Atual')","('P4_e ', 'Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_1 ', 'Remuneração/Salário')","('P2_o_2 ', 'Benefícios')","('P2_o_3 ', 'Propósito do trabalho e da empresa')","('P2_o_4 ', 'Flexibilidade de trabalho remoto')","('P2_o_5 ', 'Ambiente e clima de trabalho')","('P2_o_6 ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_7 ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_8 ', 'Maturidade da empresa em termos de tecnologia e dados')","('P2_o_9 ', 'Qualidade dos gestores e líderes')","('P2_o_10 ', 'Reputação que a empresa tem no mercado')"
Estudante de Graduação,pybsf9ju2a0fo3pybsfya4ny1qfcgzk9,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,"SQL, Python, Visual Basic/VBA",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,SQL,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Pós-graduação,pykwgbvuo14h5uhi634pykwg92sgq2v5,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Preta,Tecnologia/Fábrica de Software,SP,Analista de Dados/Data Analyst,Python,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,pyv7i5vale2nttpyv7i86akvw3mpyc1l,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Júnior,"SQL, Java",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Imobiliário/ Construção Civil,SP,Analista de Negócios/Business Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,pyvkg6yhcju3chf5pyvk5d2zmzdbjvwq,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,"SQL, R, Python",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,MG,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,pzhg4bb9472m7pzhl6ozl7eyqyvpshl6,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Varejo,RJ,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,q082hejvv7g5871sq082henj2r0eeuri,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor Automotivo,MS,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,q0y5ja9bh7e2hykq0y5jatbnsmaqiunj,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Setor Imobiliário/ Construção Civil,GO,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pós-graduação,q1c0dp9f9hzpxt23zpq1cu9rmfugrfqo,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área da Saúde,PR,Analista de Dados/Data Analyst,Python,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mestrado,q2lx77nel0pxt8vtmq2lx774sg4smrtv,Química / Física,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Pleno,"SQL, Python, .NET, Visual Basic/VBA",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Indústria,SC,Analista de Dados/Data Analyst,Python,"Reputação que a empresa tem no mercado, Ambiente e clima de trabalho, Remuneração/Salário",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Pós-graduação,q2so1pv5fpn7d729ywddtbq2so1pv4jy,Ciências Sociais,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,"SQL, R, Python, Visual Basic/VBA",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Área da Saúde,SP,Analista de BI/BI Analyst,SQL,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,q2zsl2r80fe4wyt0gq2zslnosdikmwm4,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Pleno,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Educação,SP,Analista de Dados/Data Analyst,SQL,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Graduação/Bacharelado,q3rhxas74dorzahq1topq3rhxrtrl9xb,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Júnior,"SQL, Visual Basic/VBA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,SP,Analista de Suporte/Analista Técnico,SQL,"Remuneração/Salário, Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pós-graduação,q4g911xbm0fz1tt7g7q4g916xrw7wx57,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Tecnologia/Fábrica de Software,SP,Analista de Dados/Data Analyst,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,q4yxwyvn8c0k4cvos2q4yxj927mqsely,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Sênior,"SQL, Python, .NET, C/C++/C#, JavaScript",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Parda,Setor Público,DF,Analista de Dados/Data Analyst,SQL,Remuneração/Salário,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,q52n1xqhebchjwx837q52n1xdravqac0,Outra opção,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,"SQL, Python, R, Visual Basic/VBA",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Área de Consultoria,SP,Outra Opção,SQL,Remuneração/Salário,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mestrado,q5ma3qpdt2fvwnl9qiyru4q5ma3q24sw,Química / Física,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Cientista de Dados/Data Scientist,Python,"Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto, Remuneração/Salário",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,q5y7znou3ease1xojgjaq5y7znod4csh,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Internet/Ecommerce,SP,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mestrado,q5ynxz204rwtp4jw65ei8q5ynxzsa4m3,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área da Saúde,SP,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Doutorado ou Phd,q6oawpkuyxiszgme83q6oaxs7g5er17s,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Pleno,"R, SQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Educação,BA,Estatístico,SQL,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,q6ww6qtf6cf5s6gjw0q6ww6zaxknkpu7,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Pleno,"SQL, Python, Visual Basic/VBA, JavaScript",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Branca,Setor Alimentício,PR,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pós-graduação,q77v90u94k9ld35ct8fjtq77vzv4a41v,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Pós-graduação,q7chjdavqpfzp09swq7ch1x07opql5me,Outra opção,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Varejo,PR,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,q7si3uj775ko0m6v2q7si3uw6g1zawy1,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área da Saúde,PR,Analista de Dados/Data Analyst,SQL,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mestrado,q8hz1n0xsts2lwlu2q8hn8wyjc2aqclm,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Pleno,"Python, R, SAS/Stata",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Finanças ou Bancos,SP,Cientista de Dados/Data Scientist,Python,"Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto, Benefícios",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,q8qqcklydvonx36s4rhq8qqch8i7s6m6,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,RS,Analista de Dados/Data Analyst,SQL,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,q95rpz24bhgcjb7epkq95rpwgbk0dhmv,Economia/ Administração / Contabilidade / Finanças/ Negócios,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Júnior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Setor Imobiliário/ Construção Civil,BA,Outra Opção,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pós-graduação,q98f3en48wvccceikkzvq98f3jaod4h6,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Finanças ou Bancos,SP,Analista de Negócios/Business Analyst,Python,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,q98jf219f3w8ibrxklyo22k3q98jf21v,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Pleno,JavaScript,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Preta,Tecnologia/Fábrica de Software,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,JavaScript,Oportunidade de aprendizado e trabalhar com referências na área,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pós-graduação,q9coe2voxon5wo10n1w6bvsrq9coe2vf,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,q9el4m1m8iebt43ufq9elud8tr6qmj6j,Química / Física,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Júnior,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Área de Consultoria,SP,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,qa5jfulaiyucxfq4qa5jf2yy1owv4qvj,Outras Engenharias,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Pleno,"SQL, Python, Visual Basic/VBA",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Setor de Energia,RJ,Analista de Dados/Data Analyst,SQL,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Reputação que a empresa tem no mercado",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Estudante de Graduação,qa5zp76hut70vnnl3mqa5zp7943j0hys,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,"SQL, Python, PHP",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Feminino,Branca,Área da Saúde,SP,Cientista de Dados/Data Scientist,Python,"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Estudante de Graduação,qaeob538cftkc8qaeoyqngcmsw7saa0y,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Júnior,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Feminino,Branca,Setor Público,BA,Analista de BI/BI Analyst,Não utilizo nenhuma das linguagens listadas,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Mestrado,qahouu1z6d6zxbrqahouuvurj2rxbguy,Outras Engenharias,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Pleno,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SC,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Graduação/Bacharelado,qaml2js1y10tf7sttqaml2jswj0un1lv,Outras Engenharias,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Sênior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Tecnologia/Fábrica de Software,PR,Analista de BI/BI Analyst,SQL,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pós-graduação,qaogfw33i0f52irbedyqaogfw30t8f41,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Tecnologia/Fábrica de Software,PE,Analista de Dados/Data Analyst,SQL,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Estudante de Graduação,qav0i2z6s87fuwac7xqav0i5fw88ina9,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Júnior,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,PR,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Python,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Graduação/Bacharelado,qbl21jxmqz45qblk0mffhy3s0a2tvykk,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Júnior,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Branca,Área da Saúde,SP,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,SQL,"Propósito do trabalho e da empresa, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Estudante de Graduação,qbpllsb0qi78m6e2f55prqbpllsbfn42,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Tecnologia/Fábrica de Software,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,qbt0ic9bic6or345mxv6qbt0ic9rv2x3,Outras Engenharias,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Sênior,"SQL, Python, SAS/Stata",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Amarela,Seguros ou Previdência,SP,Cientista de Dados/Data Scientist,Python,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Graduação/Bacharelado,qbv88ev99fti721qbv88ny3fsavyp8e8,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,Pleno,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Parda,Entretenimento ou Esportes,SP,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pós-graduação,qbwcfuxsx5xbne15t3ixqbwcfuqkx1mh,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Sênior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Preta,Varejo,RJ,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,SQL,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pós-graduação,qch53tt2mfe5i8ddptqch53tt25nvu8a,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Júnior,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Branca,Finanças ou Bancos,SP,Outra Opção,Python,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pós-graduação,qci8dx5yfcfh2d8ngqcind26d5gchtm1,Computação / Engenharia de Software / Sistemas de Informação/ TI,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Sênior,"SQL, Visual Basic/VBA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Parda,Varejo,SP,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),SQL,"Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado, Benefícios",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
